precio,demanda,porcentaje,eolica,hidraulica,solar
42.96,23328,61.07834456757683,6098.833333333333,721.8333333333334,24.666666666666668
39.27,21968,62.006786526704,5822.5,420.1666666666667,24.0
34.58,21105,62.01908208078184,6019.666666666667,-80.83333333333333,24.0
34.39,20452,60.294875197077786,5669.5,-226.5,24.33333333333333
34.3,20045,59.31172316046788,4969.0,12.333333333333334,24.0
34.39,19897,58.47633551076023,4581.166666666667,141.66666666666666,24.0
34.58,20018,58.9355127266813,4554.666666666667,84.33333333333333,24.0
34.44,20245,56.368555110822825,4480.0,-41.66666666666666,24.0
35.26,20566,57.472229195431154,4368.0,297.3333333333333,142.83333333333334
40.31,22254,57.64166635862936,3940.1666666666665,865.8333333333334,785.8333333333334
43.32,23931,58.5232364172767,3488.5,1558.3333333333333,1495.0
43.57,25190,61.5095509062976,3484.6666666666665,1731.8333333333333,2128.1666666666665
43.93,25824,62.593565880017216,3111.6666666666665,2049.333333333333,2610.0
44.74,26269,62.71171511262112,3468.6666666666665,1936.1666666666667,2680.333333333333
44.92,26344,62.79027313529608,3837.1666666666665,1524.8333333333333,2794.833333333333
41.32,25173,63.67631046819101,4183.0,1062.3333333333333,2717.833333333333
39.26,24476,64.80069151235081,4612.666666666667,604.8333333333334,2523.6666666666665
39.65,24067,63.18586458052334,4346.666666666667,507.3333333333333,2079.5
45.54,24032,59.34831296395984,4104.333333333333,887.0,1255.5
47.64,24442,57.39873225085024,3803.3333333333335,1886.6666666666667,431.3333333333333
53.91,26263,55.22087972534664,3795.5,2787.5,53.333333333333336
54.73,27853,54.06072794997055,3922.1666666666665,3424.833333333333,36.5
49.8,26674,52.64389591575193,3794.8333333333335,2648.0,35.333333333333336
46.58,24947,51.57739551242216,3487.833333333333,1907.6666666666667,35.666666666666664
47.63,23222,51.19032354575373,3187.833333333333,1244.8333333333333,33.5
46.81,22119,50.86928138904938,2900.0,888.3333333333334,33.0
43.59,21359,49.40686266888478,2490.6666666666665,665.5,32.666666666666664
